source_stage,family,material,formula,seg_pk,wc_pk,uuid,sha256,z_sequence,natyp,nspin,soc,lmax,compat_class,empty_sphere,cpa,bdg,final_rms,integrity_ok,roundtrip_ok,f2_eligible
F2d,heavy_soc,W,W,116913,115343,,5ee1178c8ff17cea744d6cf14bdcac4602323b2e558e8f8a58510111eb4c43e6,[74],1,2,True,3,nspin2_lmax3_soc1,False,False,False,9.6562e-06,True,,True
G,covalent_emptysphere,Si,Si2X2,120066,119886,,0f3913cc1b1ab178a0fc471ff8f0dd1dc7a0c98ae650db8e6e75d6f2529ae3c0,"[14, 14, 0, 0]",4,1,False,2,nspin1_lmax2_soc0_emptysphere,True,False,False,7.9382e-06,True,True,True
G,covalent_emptysphere,Si,Si2X2,120074,119890,,516cb5bf448338748b011c2af9ea018f926e8aba6fcff0f766d4a1b58508b3fa,"[14, 14, 0, 0]",4,1,False,2,nspin1_lmax2_soc0_emptysphere,True,False,False,7.9382e-06,True,True,True
G,covalent_emptysphere,Ge,Ge2X2,120085,119899,,b42ccd6e89b58f659e4a1e6a1867e12e262a0b3db32f08e6762c0a1c1a920d3b,"[32, 32, 0, 0]",4,1,False,2,nspin1_lmax2_soc0_emptysphere,True,False,False,9.699e-06,True,True,True
G,covalent_emptysphere,Ge,Ge2X2,120058,119907,,8fe7b1bb19cfe57e24ec3ecbfaf16a842ecaba20be3a7409494111ed64a34862,"[32, 32, 0, 0]",4,1,False,2,nspin1_lmax2_soc0_emptysphere,True,False,False,9.699e-06,True,True,True
I,ordered_intermetallic,CuZn,CuZn,120626,120388,,a443347ff1e30d7e3d1e9fde9e7d81c86ffd784755e723d38a6d9fc8b3d77187,"[30, 29]",2,1,False,3,nspin1_lmax3_soc0,False,False,False,9.3644e-06,True,,True
I,ordered_intermetallic,CuZn,CuZn,120618,120392,,1bb5152842e4c37d13f095518a7f7d6ecc896d080e4f9b5d7023f17d1c48fb2d,"[30, 29]",2,1,False,3,nspin1_lmax3_soc0,False,False,False,9.3644e-06,True,,True
I,ordered_intermetallic,FeAl,AlFe,120644,120426,,46155795fc507eacc37413b15e02aa505ddab34b8489fe7734bd8e2d8fcdd748,"[13, 26]",2,2,False,3,nspin2_lmax3_soc0,False,False,False,6.1784e-06,True,,True
I,ordered_intermetallic,FeAl,AlFe,120636,120440,,cb5b73c6452527fd5699ed976d9c0b33120b7bd58d258ba842f12bb248a5abd6,"[13, 26]",2,2,False,3,nspin2_lmax3_soc0,False,False,False,6.1784e-06,True,,True
I,ordered_intermetallic,Ni3Al,AlNi3,120707,120402,,6b598f9c0deeac8041f90c8df684194b07c58d782ba6486043086155938b074e,"[13, 28, 28, 28]",4,2,False,3,nspin2_lmax3_soc0,False,False,False,3.6169e-06,True,,True
I,ordered_intermetallic,Ni3Al,AlNi3,120716,120414,,24882aec97180e80da38be359ca9fee14076744b302a5e772dcf77fdebd9969b,"[13, 28, 28, 28]",4,2,False,3,nspin2_lmax3_soc0,False,False,False,3.6169e-06,True,,True
R,metallic_layered_chalcogenide,TiSe2,Se2Ti,121768,121693,,f2568fe88d21ca0479f9cf74731bca1bdaef8ccc3d7c4a6b5d02fe678c7e4167,"[22, 34, 34]",3,,False,,nspin1_lmax3_soc0_layered,False,False,False,2.1178e-06,True,True,True
R,metallic_layered_chalcogenide,TiSe2,Se2Ti,121872,121850,,07813af15159cbdba3b4efd8dd17dd2e72bb2f74897614d1e3f986ef54572901,"[22, 34, 34]",3,,False,,nspin1_lmax3_soc0_layered,False,False,False,4.1778e-07,True,True,True
J,ionic_rocksalt,MgO,MgO,122201,122123,,917b3bea0e6511c7a4bfa767ba06fd095f7b2c4fdb5b3eab11a11d22f7036e95,"[12, 8]",2,1,False,2,nspin1_lmax2_soc0,False,False,False,4.8203e-07,True,True,True
T,ionic_rocksalt,MgO,MgO,122342,122217,,1858f32c7b4360961bf343a9ed865b2308ca613edf5dc608d2a1a413f1deb3a8,"[12, 8]",2,1,False,2,nspin1_lmax2_soc0,False,False,False,3.956e-06,True,True,True
T,ionic_rocksalt,NaCl,ClNa,122350,122227,,68ccf55e5ea22255156751cf60bbd3338d93cf611fc9a9048fea39ecfc5454e9,"[11, 17]",2,1,False,2,nspin1_lmax2_soc0,False,False,False,1.1784e-06,True,True,True
T,ionic_rocksalt,NaCl,ClNa,122457,122222,,cb742fd6cb1753b2b03f89aec738201fe49ea55713579545c1a964ea9f4cd1f3,"[11, 17]",2,1,False,2,nspin1_lmax2_soc0,False,False,False,1.5589e-07,True,True,True
