pk,fam,bdg_misfit,censored,y_qbound,borderline,warm,outcome,qbound,final_rms,nit,p_ML,rms10,slope
485,unknown,0,0,0,0,1,CONVERGED,1e-08,3.9298e-08,50,0.8275,0.00012016,-0.21699308938838935
521,NbSe2-family,0,0,1,0,1,CONVERGED,1e-06,7.0496e-08,72,0.7625,0.0030488,-0.108523378151406
526,other-KKR,1,0,1,1,0,STALL,0.008,0.0078324,13,0.975,0.0085922,-0.013429079610834217
104801,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.39173,100,0.24340277777777775,0.39173,3.3596116780222813e-07
696,unknown,0,0,1,1,0,CONVERGED,1e-06,4.3708e-07,52,0.87,0.0014115,-0.11581593566821705
731,unknown,0,0,0,0,0,DIVERGE,0.008,0.17395,200,0.10580555555555556,0.17387,1.0596906564091256e-06
758,unknown,0,0,0,0,0,DIVERGE,0.008,0.17395,200,0.11330555555555556,0.17395,2.2698891329607904e-06
779,NbSe2-family,0,0,0,0,1,STALL,1e-06,0.0021659,200,0.8375,0.00022638,-0.17403263149937404
782,NbSe2-family,0,0,0,0,0,STALL,1e-06,0.032717,200,0.6704166666666667,0.017001,0.08397813034279869
791,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.31806,200,0.2837599206349206,0.31806,2.069023672340026e-06
792,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.31806,200,0.2862599206349206,0.31769,1.010967061033523e-05
801,unknown,0,0,0,0,0,DIVERGE,0.008,0.31734,200,0.2837599206349206,0.31734,2.073718367033912e-06
828,unknown,0,0,1,1,1,CONVERGED,1e-06,4.4656e-07,19,0.8375,7.4243e-05,-0.24193766929735805
840,NbSe2-family,0,0,1,1,0,STALL,0.008,0.0079935,128,0.5151494963369964,0.026603,-0.0044739145820388475
851,unknown,0,0,0,0,0,DIVERGE,0.008,0.17395,200,0.11330555555555556,0.17395,2.2698891329607904e-06
853,NbSe2-family,0,0,1,1,0,STALL,0.008,0.0079821,12,0.95,0.0084761,-0.013041100860139737
952,NbSe2-family,0,0,1,1,0,STALL,0.008,0.007982,12,0.95,0.008476,-0.013042092802322346
957,NbSe2-family,0,0,0,0,0,STALL,1e-06,0.01684,200,0.67,0.016237,0.04839246780169541
979,unknown,0,0,0,0,0,DIVERGE,0.008,0.17358,200,0.11330555555555556,0.17358,2.274728005898582e-06
990,unknown,0,0,0,0,0,DIVERGE,0.008,0.31734,200,0.2837599206349206,0.31734,2.073718367033912e-06
994,NbSe2-family,0,0,1,1,1,CONVERGED,1e-06,4.1384e-07,131,0.8775,8.1919e-05,-0.05283758824154295
104770,NbSe2-family,0,0,0,1,0,STALL,0.008,0.0093471,100,0.8858283730158729,0.03617,-0.006552729596803878
1754,unknown,0,0,1,1,1,CONVERGED,1e-06,3.0542e-07,19,0.825,0.00032388,-0.15715673008679046
12947,other-KKR,0,0,0,0,1,CONVERGED,1e-06,0.00025404,100,0.8632142857142857,0.0032503,-0.030047423401570898
12950,other-KKR,0,0,1,1,1,CONVERGED,1e-06,6.0783e-07,15,0.995,8.5682e-06,-0.16662993361731923
15072,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,9.8907e-07,13,0.8525,1.6316e-05,-0.2508903679874304
15114,NbSe2-family,1,0,1,1,1,CONVERGED,1e-08,7.9186e-09,239,0.7432591089466087,5.1052e-06,0.02937695428432144
15123,NbSe2-family,1,0,0,0,1,CONVERGED,1e-08,8.0781e-06,300,0.895,5.5552e-05,0.025378795230605246
15164,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,4.795e-07,31,0.8325,0.00028381,-0.15852108014377453
15340,Bi/NbBi,0,0,1,1,0,STALL,0.008,0.0079308,173,0.712001443001443,0.043346,-0.00469169711609371
15356,NbSe2-family,1,0,1,1,1,CONVERGED,1e-08,3.4531e-09,84,0.774801615051615,2.593e-07,-0.001539825045094916
15435,NbSe2-family,1,0,0,0,1,CONVERGED,1e-08,3.4468e-07,300,0.8212777777777777,5.9509e-06,0.031693409124520164
15504,NbSe2-family,1,0,1,1,1,CONVERGED,1e-08,9.944e-09,286,0.7359585137085136,1.4092e-06,0.03424844185968948
15577,NbSe2-family,1,0,0,0,1,CONVERGED,1e-08,2.2847e-06,300,0.7992569444444445,3.9518e-06,0.0310627300426209
15611,NbSe2-family,1,0,0,0,1,CONVERGED,1e-08,5.2909e-06,300,0.9243045634920635,1.0644e-05,-0.031016462086116144
15620,Bi/NbBi,0,0,1,1,0,STALL,0.008,0.007978,13,0.955,0.0087053,-0.01256259352436966
15763,NbSe2-family,1,0,1,0,1,CONVERGED,1e-08,2.2811e-09,124,0.8675,0.0011683,-0.055870837024740584
15808,NbSe2-family,1,0,1,1,1,CONVERGED,1e-08,8.8121e-09,148,0.815,0.00032415,-0.16653588136582512
15887,Bi/NbBi,0,0,1,1,0,STALL,0.008,0.0078433,12,0.9725,0.0083342,-0.013211195326532468
15946,NbSe2-family,1,0,0,0,1,CONVERGED,1e-08,3.9614e-06,300,0.8762777777777778,7.6528e-06,0.0341037436154131
16074,Bi/NbBi,0,0,1,1,0,STALL,0.008,0.0079421,196,0.7751135461760462,0.054491,-0.004091042789491779
16082,NbSe2-family,1,1,0,0,1,DIVERGE,1e-08,0.11712,300,0.5663333333333334,4.2567,0.4132989624230317
16256,NbSe2-family,1,1,0,0,1,DIVERGE,1e-08,0.61913,300,0.6288568376068376,0.10318,0.20610741066945334
16324,NbSe2-family,1,1,0,0,1,DIVERGE,1e-08,0.82893,300,0.6034166666666666,3.0354,0.4148176638169842
16362,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,8.887e-07,14,0.8575,8.7056e-06,-0.349039633510851
16373,NbSe2-family,1,1,0,0,1,DIVERGE,1e-08,0.12266,300,0.8675,0.0085123,-0.02718704052912675
16495,NbSe2-family,1,1,0,0,1,DIVERGE,1e-08,10.785,300,0.6829166666666666,0.00216,0.042534059038035234
16663,NbSe2-family,1,1,0,0,1,DIVERGE,1e-08,0.47762,300,0.6109166666666667,4.4899,0.4210359889250445
16672,NbSe2-family,1,1,0,0,1,DIVERGE,1e-08,0.58185,300,0.71,0.0066825,0.0280574009841344
16883,NbSe2-family,1,1,0,0,1,STALL,1e-08,0.008202,300,0.5934166666666666,1.8951,0.3746040923037475
16891,unknown,0,1,0,0,1,STALL,1e-06,0.064602,1000,0.555,0.0016572,-0.045933569618382075
104755,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.45087,100,0.24090277777777774,0.45044,3.279296066651858e-05
17458,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,8.887e-07,14,0.8575,8.7056e-06,-0.349039633510851
17500,Bi/NbBi,0,0,1,1,0,STALL,0.008,0.0079421,196,0.7751135461760462,0.054491,-0.004091042789491779
23979,Bi/NbBi,0,0,1,1,0,STALL,0.008,0.0079933,523,0.3883333333333333,0.012795,-0.0003945772917628737
23970,Bi/NbBi,0,0,0,0,0,STALL,0.008,0.031616,900,0.6056562049062049,0.10547,-0.001186922752720733
23990,Bi/NbBi,0,0,1,1,0,STALL,0.008,0.0079973,703,0.3768333333333333,0.015125,-0.00038824122624579456
23998,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,8.005e-07,15,0.85,0.00014574,-0.20428657662402594
24017,Bi/NbBi,0,0,0,1,0,STALL,0.008,0.013758,900,0.5285069444444445,0.031324,-0.00040374238671427205
24042,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,9.4553e-07,23,0.8825,0.00059058,-0.1732090371626653
24087,Bi/NbBi,0,0,1,1,0,STALL,0.008,0.0079975,577,0.4133333333333333,0.01363,-0.00040536952218113887
24100,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,4.9792e-07,18,0.8575,0.00013345,-0.14663030124224508
24116,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,9.5335e-07,29,0.865,0.00046905,-0.12480876681764061
23850,Bi/NbBi,0,0,0,0,0,STALL,0.008,0.029602,900,0.5708417207792208,0.11783,-0.0012371705317523254
23871,Bi/NbBi,0,0,0,0,0,STALL,0.008,0.03525,900,0.6406433080808079,0.11685,-0.0026360664919607532
23940,Bi/NbBi,0,0,0,1,0,STALL,0.008,0.012912,900,0.26043650793650797,0.029308,-0.00043414881628131086
23948,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,9.1253e-07,16,0.8625,0.00015689,-0.20940658264353368
23965,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,6.5006e-07,55,0.9025,0.00057628,-0.17480082919870113
23957,Bi/NbBi,0,0,0,1,0,STALL,0.008,0.015261,900,0.6699791666666667,0.034793,-0.0005653400585411404
25556,Bi/NbBi,0,1,1,1,0,STALL,0.008,0.0079724,332,0.5404166666666668,0.20367,-0.02095924997327313
25062,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,8.5192e-07,403,0.885,0.00033907,-0.16125455584651938
25101,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,4.7419e-07,17,0.855,0.0002053,-0.191567549493308
25895,Bi/NbBi,0,1,1,1,0,STALL,0.008,0.0079456,359,0.115,0.23148,-0.050338507661549715
26440,Bi/NbBi,0,0,1,1,1,CONVERGED,1e-06,9.0467e-07,26,0.82,0.0013326,-0.1168621186980114
103710,NbSe2-family,0,0,0,0,1,CONVERGED,1e-05,0.00087969,100,0.83,0.0012884,-0.09716423283753094
104926,NbSe2-family,0,0,1,1,1,CONVERGED,1e-05,5.5827e-06,47,0.7875,0.001771,-0.07891342367796303
104852,NbSe2-family,0,0,1,1,1,CONVERGED,1e-05,8.4516e-06,51,0.775,4.9291e-05,-0.2510463488001315
104890,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.45087,100,0.26840277777777777,0.45087,-3.1385931320961568e-18
104883,NbSe2-family,0,0,0,0,0,STALL,0.008,0.069482,100,0.9156840659340659,0.18512,-0.008418173978794966
104912,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,1.2023,100,0.3425694444444445,1.2023,2.6142340984973536e-18
104909,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.39173,100,0.24340277777777775,0.39173,3.3596116780222813e-07
103716,NbSe2-family,0,0,0,0,1,STALL,1e-05,0.0024614,100,0.9725,0.000172,-0.02197245263514021
103789,NbSe2-family,0,0,0,0,0,STALL,0.008,0.069482,100,0.935684065934066,0.18512,-0.008418173978794966
103803,NbSe2-family,0,0,1,1,1,CONVERGED,1e-05,7.8287e-06,49,0.89,0.0016715,-0.03939356917315739
103786,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.39024,100,0.5820833333333334,0.11915,-0.027999866139770912
104946,NbSe2-family,0,0,0,0,0,STALL,0.008,0.02545,100,0.7950718795093795,0.062814,-0.004380811096998827
103792,NbSe2-family,0,0,0,0,0,STALL,0.008,0.02545,100,0.4804761904761905,0.16234,-0.014552774255173618
104940,NbSe2-family,0,0,0,0,0,STALL,0.008,0.069308,100,0.6388843795093796,0.10934,-0.0022320629645995976
104974,NbSe2-family,0,0,0,0,0,STALL,0.008,0.041956,100,0.7624191017316017,0.065906,-0.002185904766229794
103809,NbSe2-family,0,0,1,1,0,STALL,0.008,0.007942,58,0.637174297924298,0.020814,-0.008732847926142685
105611,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.19941,20,0.8057927489177488,0.21217,-0.007857935023717916
104956,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.45087,100,0.26840277777777777,0.45087,-3.1385931320961568e-18
104980,NbSe2-family,0,0,0,1,0,STALL,0.008,0.0093704,100,0.5384788614163615,0.023026,-0.004346003124116675
103667,unknown,0,0,0,0,0,DIVERGE,1e-08,0.25732,50,0.3275,0.38394,-0.15724757425008634
104967,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,1.2023,100,0.3425694444444445,1.2023,2.6142340984973536e-18
103817,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.39172,100,0.23340277777777774,0.39086,6.624108152126147e-05
103820,NbSe2-family,0,0,0,0,0,STALL,0.008,0.02545,100,0.7919885461760462,0.062814,-0.004380811096998827
104964,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.39173,100,0.24340277777777775,0.39173,3.3596116780222813e-07
103844,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.39173,100,0.24340277777777775,0.39173,3.3596116780222813e-07
103847,NbSe2-family,0,0,0,1,0,STALL,0.008,0.0093704,100,0.5376455280830281,0.023026,-0.004346003124116675
103862,NbSe2-family,0,0,1,1,1,STALL,0.008,0.0079975,16,0.8681944444444444,0.0084974,-0.004465738765587666
103836,NbSe2-family,0,0,0,0,1,STALL,1e-05,0.0027415,100,0.7775,3.3485e-05,-0.27007659086181446
103872,NbSe2-family,0,0,1,1,1,CONVERGED,1e-05,4.6022e-06,26,0.8375,0.00216,-0.06042694317757862
103888,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.39173,100,0.24340277777777775,0.39173,3.3596116780222813e-07
103856,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.39173,100,0.24340277777777775,0.39173,3.3596116780222813e-07
103878,NbSe2-family,0,0,1,1,1,CONVERGED,1e-05,9.3665e-06,27,0.885,2.0266e-05,-0.24491316162238666
104155,NbSe2-family,0,0,1,1,0,STALL,0.008,0.0078482,79,0.6303125,0.13145,-0.023788133772014712
104197,NbSe2-family,0,0,0,1,0,STALL,0.008,0.015378,100,0.4485386904761905,0.1534,-0.017095943265525323
104131,NbSe2-family,0,0,0,0,0,STALL,0.008,0.042061,100,0.5693685897435895,0.17269,-0.011705085542385214
104143,NbSe2-family,0,0,0,0,0,STALL,0.008,0.02545,100,0.5007261904761904,0.16234,-0.014552774255173618
104179,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,1.2024,100,0.5843055555555555,0.0888,-0.04140560667553415
104137,NbSe2-family,0,0,0,0,0,DIVERGE,0.008,0.11511,100,0.7595784632034629,0.20052,-0.0046033078473429415
104161,NbSe2-family,0,0,0,0,0,STALL,0.008,0.069482,100,0.935684065934066,0.18512,-0.008418173978794966
